Name,Coord,,,,,,,
TDN cam 2/ch01_00000000004041000.jpg,19 606,169 619,293 631,441 639,1140 709,,,
TDN cam 2/ch01_00000000004041100.jpg,171 617,311 630,440 641,1138 709,,,,
TDN cam 2/ch01_00000000004041200.jpg,18 608,170 616,295 631,440 641,1136 705,,,
TDN cam 2/ch01_00000000004041300.jpg,171 616,296 629,439 640,1143 707,,,,
TDN cam 2/ch01_00000000004041400.jpg,170 616,294 630,438 640,1137 705,,,,
TDN cam 2/ch01_00000000004041500.jpg,171 615,293 628,440 641,1137 706,,,,
TDN cam 2/ch01_00000000004041600.jpg,170 615,292 628,440 640,1138 711,,,,
TDN cam 2/ch01_00000000004041700.jpg,169 615,290 629,440 641,1138 707,,,,
TDN cam 2/ch01_00000000004041800.jpg,33 602,168 615,292 628,439 641,1137 707,,,
TDN cam 2/ch01_00000000004041900.jpg,33 602,168 614,291 628,441 641,1138 708,,,
TDN cam 2/ch01_00000000004042000.jpg,32 600,168 614,292 628,441 639,1137 712,,,
TDN cam 2/ch01_00000000004042100.jpg,33 600,169 614,292 628,440 641,1135 710,,,
TDN cam 2/ch01_00000000004042200.jpg,31 603,169 614,290 629,441 642,1139 712,,,
TDN cam 2/ch01_00000000004042300.jpg,33 593,170 615,292 629,440 641,,,,
TDN cam 2/ch01_00000000004042400.jpg,33 599,168 615,291 628,440 641,,,,
TDN cam 2/ch01_00000000004042500.jpg,32 600,169 615,291 628,442 641,694 665,,,
TDN cam 2/ch01_00000000004042600.jpg,32 602,168 615,292 627,440 641,694 666,,,
TDN cam 2/ch01_00000000004042700.jpg,33 600,166 615,291 628,441 639,694 664,,,
TDN cam 2/ch01_00000000004042800.jpg,33 600,168 614,291 628,439 641,694 664,,,
TDN cam 2/ch01_00000000004042900.jpg,34 593,168 615,292 629,442 641,694 664,,,
TDN cam 2/ch01_00000000004043000.jpg,171 615,287 631,442 640,695 665,1092 717,,,
TDN cam 2/ch01_00000000004043100.jpg,33 594,168 614,291 630,441 640,696 664,,,
TDN cam 2/ch01_00000000004043200.jpg,33 604,170 614,290 628,439 642,695 664,,,
TDN cam 2/ch01_00000000004043300.jpg,291 629,440 640,693 665,,,,,
TDN cam 2/ch01_00000000004043400.jpg,35 594,291 629,440 641,695 665,,,,
TDN cam 2/ch01_00000000004043500.jpg,33 600,291 629,440 641,,,,,
TDN cam 2/ch01_00000000004043600.jpg,33 601,292 629,448 641,,,,,
TDN cam 2/ch01_00000000004043700.jpg,33 593,110 615,291 629,441 640,,,,
TDN cam 2/ch01_00000000004043800.jpg,31 602,109 613,290 629,440 641,,,,
TDN cam 2/ch01_00000000004043900.jpg,32 593,108 611,292 630,441 641,,,,
TDN cam 2/ch01_00000000004044000.jpg,32 594,110 613,290 631,440 641,,,,
TDN cam 2/ch01_00000000004044100.jpg,32 593,109 613,291 628,440 641,,,,
TDN cam 2/ch01_00000000004044200.jpg,32 593,109 613,288 628,442 640,,,,
TDN cam 2/ch01_00000000004044300.jpg,33 593,109 613,291 628,440 641,946 698,,,
TDN cam 2/ch01_00000000004044400.jpg,31 599,109 612,290 629,440 642,946 698,1824 764,,
TDN cam 2/ch01_00000000004044500.jpg,31 599,110 613,292 629,440 642,1826 771,1830 726,,
TDN cam 2/ch01_00000000004044600.jpg,32 600,109 613,290 629,441 641,1825 767,1851 721,,
TDN cam 2/ch01_00000000004044700.jpg,31 601,108 613,291 628,440 641,1824 763,,,
TDN cam 2/ch01_00000000004044800.jpg,32 600,109 613,291 630,440 641,1824 765,1836 723,,
TDN cam 2/ch01_00000000004044900.jpg,31 594,110 613,290 628,437 641,1825 773,1843 724,,
TDN cam 2/ch01_00000000004045000.jpg,109 612,291 630,440 641,1825 758,,,,
TDN cam 2/ch01_00000000004045100.jpg,31 602,107 615,289 630,440 642,1825 759,,,
TDN cam 2/ch01_00000000004045200.jpg,32 599,109 613,290 629,439 640,,,,
TDN cam 2/ch01_00000000004045300.jpg,31 601,108 613,291 628,438 641,,,,
TDN cam 2/ch01_00000000004045400.jpg,33 592,108 612,292 628,439 640,676 645,,,
TDN cam 2/ch01_00000000004045500.jpg,32 594,108 613,289 629,439 640,674 646,,,
TDN cam 2/ch01_00000000004045600.jpg,32 593,109 613,281 630,443 642,,,,
TDN cam 2/ch01_00000000004045700.jpg,34 593,109 613,293 628,,,,,
TDN cam 2/ch01_00000000004045800.jpg,32 600,108 613,293 628,,,,,
TDN cam 2/ch01_00000000004045900.jpg,34 592,108 613,294 628,,,,,
TDN cam 2/ch01_00000000004046000.jpg,109 613,292 628,,,,,,
TDN cam 2/ch01_00000000004046100.jpg,34 593,108 613,294 629,,,,,
TDN cam 2/ch01_00000000004046200.jpg,110 612,293 629,,,,,,
TDN cam 2/ch01_00000000004046300.jpg,32 602,109 613,294 630,,,,,
TDN cam 2/ch01_00000000004046400.jpg,108 613,293 629,,,,,,
TDN cam 2/ch01_00000000004046500.jpg,32 599,108 611,293 628,,,,,
TDN cam 2/ch01_00000000004046600.jpg,34 594,109 613,294 628,,,,,
TDN cam 2/ch01_00000000004046700.jpg,34 594,104 613,293 628,,,,,
TDN cam 2/ch01_00000000004046800.jpg,34 594,109 613,294 628,,,,,
TDN cam 2/ch01_00000000004046900.jpg,34 594,109 613,294 628,983 700,,,,
TDN cam 2/ch01_00000000004047000.jpg,35 594,109 612,294 627,982 699,,,,
TDN cam 2/ch01_00000000004047100.jpg,33 599,111 613,293 628,985 697,,,,
TDN cam 2/ch01_00000000004047200.jpg,34 594,110 613,294 628,983 699,,,,
TDN cam 2/ch01_00000000004047300.jpg,32 599,109 613,294 628,982 700,,,,
TDN cam 2/ch01_00000000004047400.jpg,30 600,109 613,294 628,984 699,,,,
TDN cam 2/ch01_00000000004047500.jpg,32 602,109 613,294 627,982 699,,,,
TDN cam 2/ch01_00000000004047600.jpg,31 600,109 613,294 628,672 643,982 699,,,
TDN cam 2/ch01_00000000004047700.jpg,33 601,110 613,294 630,982 700,,,,
TDN cam 2/ch01_00000000004047800.jpg,33 602,110 613,293 630,980 700,,,,
TDN cam 2/ch01_00000000004047900.jpg,33 601,109 613,294 629,981 700,,,,
